	edit_distance	expression	Selection Direction
293	0	12.515565872192383	min
294	0	12.862749099731445	min
295	0	13.88357162475586	min
296	0	10.542098999023438	min
297	0	8.133840560913086	min
298	0	12.839916229248047	min
299	0	11.93706226348877	min
300	0	14.383478164672852	min
301	0	14.326009750366211	min
302	0	13.2368803024292	min
303	0	12.84701156616211	min
304	0	13.920461654663086	min
305	0	9.180269241333008	min
306	0	11.266237258911133	min
307	0	15.999395370483398	min
308	0	10.242867469787598	min
309	0	12.020048141479492	min
310	0	7.58777379989624	min
311	0	7.398059368133545	min
312	0	6.894114017486572	min
313	0	10.80000114440918	min
314	0	14.281292915344238	min
315	0	9.936837196350098	min
316	0	11.55866527557373	min
317	0	12.279894828796387	min
318	0	10.137351989746094	min
319	0	14.934955596923828	min
320	0	10.31131649017334	min
321	0	9.37002944946289	min
322	0	11.172439575195312	min
323	0	7.78574275970459	min
324	0	14.713312149047852	min
325	0	10.536945343017578	min
326	0	15.517176628112793	min
327	0	10.487671852111816	min
328	0	11.76800537109375	min
329	0	13.559967041015625	min
330	0	7.61998176574707	min
331	0	8.773873329162598	min
332	0	12.976049423217773	min
333	0	14.783733367919922	min
334	0	11.242713928222656	min
335	0	11.095345497131348	min
336	0	14.581045150756836	min
337	0	9.575429916381836	min
338	0	15.200404167175293	min
339	0	9.91797924041748	min
340	0	16.896703720092773	min
341	0	9.030959129333496	min
342	0	14.015668869018555	min
343	0	9.275215148925781	min
344	0	12.209336280822754	min
345	0	14.448526382446289	min
346	0	12.130212783813477	min
347	0	12.151887893676758	min
348	0	10.011107444763184	min
349	0	11.985276222229004	min
350	0	13.939725875854492	min
351	0	14.859020233154297	min
352	0	5.609078884124756	min
353	0	10.477926254272461	min
354	0	9.956153869628906	min
355	0	10.80792236328125	min
356	0	11.588400840759277	min
357	0	9.57243824005127	min
358	0	7.56462287902832	min
359	0	10.391714096069336	min
360	0	9.094289779663086	min
361	0	10.469470977783203	min
362	0	15.573366165161133	min
363	0	10.856962203979492	min
364	0	10.202166557312012	min
365	0	12.415369033813477	min
366	0	6.819381237030029	min
367	0	6.831132411956787	min
368	0	12.876802444458008	min
369	0	16.046817779541016	min
370	0	14.199810028076172	min
371	0	13.911078453063965	min
372	0	13.15848445892334	min
373	0	15.737771987915039	min
374	0	10.10843563079834	min
375	0	8.476643562316895	min
376	0	11.083501815795898	min
377	0	6.962271213531494	min
378	0	14.25117015838623	min
379	0	14.239532470703125	min
380	0	14.782999992370605	min
381	0	14.657535552978516	min
382	0	11.274652481079102	min
383	0	13.26579475402832	min
384	0	8.375800132751465	min
385	0	12.004424095153809	min
386	0	11.500533103942871	min
387	0	13.751819610595703	min
388	0	15.057051658630371	min
389	0	6.855855941772461	min
390	0	9.21867847442627	min
391	0	11.53249454498291	min
392	0	10.042642593383789	min
393	0	6.158419132232666	min
394	0	8.238524436950684	min
395	0	13.345754623413086	min
396	0	6.587878227233887	min
397	0	15.552849769592285	min
398	0	13.472655296325684	min
399	0	9.112956047058105	min
400	0	14.541925430297852	min
401	0	16.941267013549805	min
402	0	14.614747047424316	min
403	0	14.316723823547363	min
404	0	12.13123893737793	min
405	0	12.375791549682617	min
406	0	10.751859664916992	min
407	0	13.25680923461914	min
408	0	10.209932327270508	min
409	0	13.429325103759766	min
410	0	10.239914894104004	min
411	0	14.560256004333496	min
412	0	11.522408485412598	min
413	0	11.35067367553711	min
414	0	9.384570121765137	min
415	0	10.349745750427246	min
416	0	10.947000503540039	min
417	0	13.875297546386719	min
418	0	10.691978454589844	min
419	0	10.427522659301758	min
420	0	6.882190227508545	min
421	0	8.488768577575684	min
422	0	10.138004302978516	min
423	0	9.640594482421875	min
424	0	9.193473815917969	min
425	0	12.781882286071777	min
426	0	8.160447120666504	min
427	0	13.994630813598633	min
428	0	10.818252563476562	min
429	0	9.434596061706543	min
430	0	11.394981384277344	min
431	0	11.918253898620605	min
432	0	12.160392761230469	min
433	0	16.00513458251953	min
434	0	7.358240127563477	min
435	0	8.263589859008789	min
436	0	9.398465156555176	min
437	0	12.062538146972656	min
438	0	11.70510196685791	min
439	0	11.756307601928711	min
440	0	11.620623588562012	min
441	0	12.962419509887695	min
442	0	10.985668182373047	min
443	0	13.796730995178223	min
444	0	14.006086349487305	min
445	0	9.580522537231445	min
446	0	11.085107803344727	min
447	0	13.397716522216797	min
448	0	8.135753631591797	min
449	0	8.942427635192871	min
450	0	10.141434669494629	min
451	0	12.771899223327637	min
452	0	14.043914794921875	min
453	0	7.52523136138916	min
454	0	13.54333209991455	min
455	0	8.626497268676758	min
456	0	9.687872886657715	min
457	0	6.618533134460449	min
458	0	13.588536262512207	min
459	0	12.567649841308594	min
460	0	7.585830211639404	min
461	0	12.6875	min
462	0	6.998701572418213	min
463	0	13.752827644348145	min
464	0	13.740500450134277	min
465	0	10.757545471191406	min
466	0	13.900980949401855	min
467	0	12.82775592803955	min
468	0	8.89233684539795	min
469	0	13.76099967956543	min
470	0	10.433009147644043	min
471	0	15.380244255065918	min
472	0	13.730022430419922	min
473	0	13.67824649810791	min
474	0	14.406608581542969	min
475	0	11.284610748291016	min
476	0	14.034561157226562	min
477	0	9.471197128295898	min
478	0	13.2064847946167	min
479	0	11.386819839477539	min
480	0	10.515582084655762	min
481	0	6.8036394119262695	min
482	0	14.18392562866211	min
483	0	8.921513557434082	min
484	0	5.078732490539551	min
485	0	15.784045219421387	min
486	0	14.662086486816406	min
487	0	14.721450805664062	min
488	0	12.024818420410156	min
489	0	7.091005325317383	min
490	0	8.29344367980957	min
491	0	6.250851154327393	min
492	0	14.200091361999512	min
493	0	7.11140251159668	min
494	0	7.019400596618652	min
495	0	11.33350944519043	min
496	0	9.113837242126465	min
497	0	6.282852649688721	min
498	0	14.004121780395508	min
499	0	8.66334056854248	min
500	0	10.592708587646484	min
501	0	8.93636703491211	min
502	0	8.840841293334961	min
503	0	8.776573181152344	min
504	0	9.444244384765625	min
505	0	12.823397636413574	min
506	0	12.114057540893555	min
507	0	10.575282096862793	min
508	0	10.74168586730957	min
509	0	7.081952095031738	min
510	0	13.807141304016113	min
511	0	12.6314058303833	min
512	0	10.940141677856445	min
513	0	15.855645179748535	min
514	0	9.3646821975708	min
515	0	10.123642921447754	min
516	0	13.291868209838867	min
517	0	6.551016330718994	min
518	0	10.062152862548828	min
519	0	10.67076301574707	min
520	0	11.33104133605957	min
521	0	16.170625686645508	min
522	0	5.493624210357666	min
523	0	10.040783882141113	min
524	0	11.64264965057373	min
525	0	9.231311798095703	min
526	0	10.217782020568848	min
527	0	6.6814398765563965	min
528	0	14.43577766418457	min
529	0	6.545833587646484	min
530	0	11.23345947265625	min
531	0	6.960200309753418	min
532	0	11.98794937133789	min
533	0	14.064984321594238	min
534	0	8.733756065368652	min
535	0	16.010488510131836	min
536	0	9.663522720336914	min
537	0	6.669426918029785	min
538	0	14.079058647155762	min
539	0	10.408682823181152	min
540	0	13.836915969848633	min
541	0	11.22475528717041	min
542	0	7.155393123626709	min
543	0	8.650099754333496	min
544	0	14.723678588867188	min
545	0	12.807559967041016	min
546	0	8.365339279174805	min
547	0	12.57561206817627	min
548	0	15.320244789123535	min
549	0	13.08206558227539	min
550	0	6.97487735748291	min
551	0	11.941020011901855	min
552	0	9.21765422821045	min
553	0	7.008171081542969	min
554	0	7.722257137298584	min
555	0	10.005096435546875	min
556	0	16.919553756713867	min
557	0	10.14863109588623	min
558	0	12.093485832214355	min
559	0	9.737129211425781	min
560	0	10.837944984436035	min
561	0	9.984228134155273	min
562	0	14.831905364990234	min
563	0	15.691323280334473	min
564	0	15.054886817932129	min
565	0	8.14491081237793	min
566	0	14.195972442626953	min
567	0	12.198943138122559	min
568	0	6.167016983032227	min
569	0	9.61991024017334	min
570	0	8.74464225769043	min
571	0	15.256772994995117	min
572	0	10.348727226257324	min
573	0	13.560259819030762	min
574	0	7.997179985046387	min
575	0	7.081010341644287	min
576	0	13.087281227111816	min
577	0	8.532980918884277	min
578	0	12.624897956848145	min
579	0	8.84280014038086	min
580	0	13.378448486328125	min
581	0	9.224261283874512	min
582	0	13.822585105895996	min
583	0	7.641955375671387	min
584	0	10.232911109924316	min
585	0	8.549920082092285	min
586	0	8.44242000579834	min
587	0	9.659930229187012	min
588	0	8.476712226867676	min
589	0	10.284920692443848	min
590	0	10.794573783874512	min
591	0	11.205307960510254	min
592	0	5.643001079559326	min
593	0	14.566617965698242	min
594	0	13.409102439880371	min
595	0	13.196345329284668	min
596	0	6.927396297454834	min
597	0	11.73979663848877	min
598	0	8.742634773254395	min
599	0	10.654693603515625	min
600	0	13.463403701782227	min
601	0	10.782439231872559	min
602	0	4.879610538482666	min
603	0	10.708065032958984	min
604	0	14.492948532104492	min
605	0	10.125375747680664	min
606	0	10.570832252502441	min
607	0	10.563490867614746	min
608	0	12.292590141296387	min
609	0	11.884608268737793	min
610	0	11.191375732421875	min
611	0	13.129279136657715	min
612	0	9.996489524841309	min
613	0	11.810874938964844	min
614	0	13.280431747436523	min
615	0	10.275206565856934	min
616	0	9.868690490722656	min
617	0	10.681904792785645	min
618	0	15.219451904296875	min
619	0	15.746983528137207	min
620	0	15.10636043548584	min
621	0	6.694466590881348	min
622	0	5.681053161621094	min
623	0	5.71973991394043	min
624	0	5.8131818771362305	min
625	0	11.252493858337402	min
626	0	7.268200397491455	min
627	0	12.534309387207031	min
628	0	10.05065631866455	min
629	0	7.424196243286133	min
630	0	13.481462478637695	min
631	0	9.663728713989258	min
632	0	12.332574844360352	min
633	0	13.92282485961914	min
634	0	16.017658233642578	min
635	0	8.157710075378418	min
636	0	12.361451148986816	min
637	0	7.632052421569824	min
638	0	11.266193389892578	min
639	0	13.13870906829834	min
640	0	9.935598373413086	min
641	0	14.405168533325195	min
642	0	11.048416137695312	min
643	0	8.647247314453125	min
644	0	9.773427963256836	min
645	0	13.850579261779785	min
646	0	12.05825138092041	min
647	0	7.738544940948486	min
648	0	7.048712253570557	min
649	0	14.04888916015625	min
650	0	12.637378692626953	min
651	0	5.760736465454102	min
652	0	6.551140308380127	min
653	0	10.805747985839844	min
654	0	7.657454013824463	min
655	0	14.569936752319336	min
656	0	13.921825408935547	min
657	0	7.735479831695557	min
658	0	12.313070297241211	min
659	0	7.928130149841309	min
660	0	12.72354507446289	min
661	0	11.952279090881348	min
662	0	7.209146499633789	min
663	0	6.538421154022217	min
664	0	9.88994026184082	min
665	0	9.679239273071289	min
666	0	10.600157737731934	min
667	0	13.35434341430664	min
668	0	9.09898853302002	min
669	0	12.148582458496094	min
670	0	13.298039436340332	min
671	0	12.193984031677246	min
672	0	13.016518592834473	min
673	0	8.097589492797852	min
674	0	16.752988815307617	min
675	0	5.890282154083252	min
676	0	7.213428497314453	min
677	0	12.948732376098633	min
678	0	10.089202880859375	min
679	0	11.591800689697266	min
680	0	13.399031639099121	min
681	0	8.323137283325195	min
682	0	12.131726264953613	min
683	0	16.16692543029785	min
684	0	8.311104774475098	min
685	0	6.810495853424072	min
686	0	7.350098609924316	min
687	0	11.154574394226074	min
688	0	15.8591890335083	min
689	0	14.153613090515137	min
690	0	16.758209228515625	min
691	0	10.381342887878418	min
692	0	9.427112579345703	min
693	0	9.497035026550293	min
694	0	12.279064178466797	min
695	0	6.880212783813477	min
696	0	6.939456939697266	min
697	0	6.029573917388916	min
698	0	8.817012786865234	min
699	0	9.43021011352539	min
700	0	6.769878387451172	min
701	0	6.918216705322266	min
702	0	13.077837944030762	min
703	0	15.151033401489258	min
704	0	10.852119445800781	min
705	0	13.60771656036377	min
706	0	10.244717597961426	min
707	0	12.244434356689453	min
708	0	13.976795196533203	min
709	0	11.363475799560547	min
710	0	8.961483001708984	min
711	0	7.453988075256348	min
712	0	12.222182273864746	min
713	0	8.103071212768555	min
714	0	7.453510284423828	min
715	0	7.964193344116211	min
716	0	15.716195106506348	min
717	0	13.742753028869629	min
718	0	9.191007614135742	min
719	0	9.697437286376953	min
720	0	12.839235305786133	min
721	0	7.374794006347656	min
722	0	9.89188003540039	min
723	0	13.65383243560791	min
724	0	10.687582015991211	min
725	0	9.549752235412598	min
726	0	13.501479148864746	min
727	0	14.703140258789062	min
728	0	9.057429313659668	min
729	0	8.930736541748047	min
730	0	12.288969993591309	min
731	0	10.925301551818848	min
732	0	11.205217361450195	min
733	0	13.472289085388184	min
734	0	8.195274353027344	min
735	0	16.231557846069336	min
736	0	9.722824096679688	min
737	0	13.253646850585938	min
738	0	5.447452545166016	min
739	0	10.345564842224121	min
740	0	8.95763874053955	min
741	0	13.087896347045898	min
742	0	10.57992935180664	min
743	0	10.681437492370605	min
744	0	12.139921188354492	min
745	0	10.363723754882812	min
746	0	14.2064847946167	min
747	0	7.820498943328857	min
748	0	8.164796829223633	min
749	0	7.71871280670166	min
750	0	11.216102600097656	min
751	0	10.99420166015625	min
752	0	11.20545482635498	min
753	0	11.459891319274902	min
754	0	12.514118194580078	min
755	0	5.345563888549805	min
756	0	9.326674461364746	min
757	0	10.147849082946777	min
758	0	10.852352142333984	min
759	0	10.561506271362305	min
760	0	10.928900718688965	min
761	0	10.170909881591797	min
762	0	15.058046340942383	min
763	0	10.972833633422852	min
764	0	9.606139183044434	min
765	0	14.329947471618652	min
766	0	12.222705841064453	min
767	0	12.656018257141113	min
768	0	11.371047973632812	min
769	0	13.192747116088867	min
770	0	9.771260261535645	min
771	0	13.609970092773438	min
772	0	13.126272201538086	min
773	0	11.050965309143066	min
774	0	8.17602252960205	min
775	0	14.937309265136719	min
776	0	12.318014144897461	min
777	0	10.19534683227539	min
778	0	9.704874038696289	min
779	0	10.147733688354492	min
780	0	14.832768440246582	min
781	0	8.358410835266113	min
782	0	7.701135158538818	min
783	0	7.759090423583984	min
784	0	11.670397758483887	min
785	0	16.240934371948242	min
786	0	13.039856910705566	min
787	0	5.416203498840332	min
788	0	6.112680912017822	min
789	0	9.350290298461914	min
790	0	15.190423011779785	min
791	0	7.020936965942383	min
792	0	7.639500141143799	min
793	0	10.710203170776367	min
794	0	11.112930297851562	min
795	0	8.71068286895752	min
796	0	15.145273208618164	min
797	0	13.203927993774414	min
798	0	12.93954849243164	min
799	0	4.516391754150391	min
800	0	14.033053398132324	min
801	0	12.730132102966309	min
802	0	15.220192909240723	min
803	0	13.180733680725098	min
804	0	14.189778327941895	min
805	0	14.39034652709961	min
806	0	11.193008422851562	min
807	0	12.616711616516113	min
808	0	10.885086059570312	min
809	0	8.49337100982666	min
810	0	7.13456392288208	min
811	0	13.023906707763672	min
812	0	11.38967227935791	min
813	0	8.846471786499023	min
814	0	14.554749488830566	min
815	0	5.145240783691406	min
816	0	10.396389961242676	min
817	0	14.29361343383789	min
818	0	10.757278442382812	min
819	0	7.605544567108154	min
820	0	9.05714225769043	min
821	0	7.668491363525391	min
822	0	7.960553169250488	min
823	0	9.37491226196289	min
824	0	12.087568283081055	min
825	0	12.744617462158203	min
826	0	12.837997436523438	min
827	0	8.10193920135498	min
828	0	11.210515975952148	min
829	0	10.927586555480957	min
830	0	8.644230842590332	min
831	0	10.331457138061523	min
832	0	7.1999897956848145	min
833	0	14.940329551696777	min
834	0	13.85460376739502	min
835	0	15.07973861694336	min
836	0	7.072718143463135	min
837	0	14.324979782104492	min
838	0	5.315592288970947	min
839	0	14.650312423706055	min
840	0	12.13162899017334	min
841	0	11.073835372924805	min
842	0	8.748119354248047	min
843	0	12.440637588500977	min
844	0	9.292644500732422	min
845	0	15.88289737701416	min
846	0	8.006481170654297	min
847	0	9.279690742492676	min
848	0	13.970699310302734	min
849	0	14.41170883178711	min
850	0	9.97033977508545	min
851	0	10.099553108215332	min
852	0	14.01107120513916	min
853	0	12.170343399047852	min
854	0	13.562055587768555	min
855	0	14.666035652160645	min
856	0	11.07883071899414	min
857	0	11.80827522277832	min
858	0	5.048901081085205	min
859	0	14.457419395446777	min
860	0	15.34648609161377	min
861	0	13.279894828796387	min
862	0	11.383732795715332	min
863	0	12.637019157409668	min
864	0	12.707831382751465	min
865	0	7.097583770751953	min
866	0	11.262483596801758	min
867	0	12.772106170654297	min
868	0	11.859946250915527	min
869	0	7.320493698120117	min
870	0	12.795713424682617	min
871	0	11.97370433807373	min
872	0	8.61469841003418	min
873	0	8.398723602294922	min
874	0	13.846760749816895	min
875	0	9.318373680114746	min
876	0	12.55351448059082	min
877	0	13.808518409729004	min
878	0	9.902656555175781	min
879	0	12.446732521057129	min
880	0	15.05807876586914	min
881	0	13.111501693725586	min
882	0	9.023690223693848	min
883	0	13.253121376037598	min
884	0	11.783930778503418	min
885	0	14.220139503479004	min
886	0	10.552587509155273	min
887	0	12.450990676879883	min
888	0	9.348701477050781	min
889	0	9.434231758117676	min
890	0	11.036293029785156	min
891	0	8.4464693069458	min
892	0	12.6035737991333	min
893	0	11.466564178466797	min
894	0	11.477229118347168	min
895	0	11.09130573272705	min
896	0	7.134884834289551	min
897	0	10.760845184326172	min
898	0	11.420797348022461	min
899	0	14.289946556091309	min
900	0	13.90224552154541	min
901	0	13.974266052246094	min
902	0	6.877470016479492	min
903	0	6.013490200042725	min
904	0	12.955005645751953	min
905	0	15.559854507446289	min
906	0	11.8644380569458	min
907	0	8.791488647460938	min
908	0	9.154107093811035	min
909	0	9.080492973327637	min
910	0	11.293949127197266	min
911	0	10.069544792175293	min
912	0	6.822211742401123	min
913	0	9.458455085754395	min
914	0	7.4317426681518555	min
915	0	13.314866065979004	min
916	0	14.676918983459473	min
917	0	13.170687675476074	min
918	0	7.291126251220703	min
919	0	12.19009780883789	min
920	0	12.597049713134766	min
921	0	7.550415515899658	min
922	0	13.874695777893066	min
923	0	8.056988716125488	min
924	0	12.1754732131958	min
925	0	11.689252853393555	min
926	0	11.59947395324707	min
927	0	14.325980186462402	min
928	0	8.943723678588867	min
929	0	10.463220596313477	min
930	0	5.9316205978393555	min
931	0	16.064294815063477	min
932	0	8.754412651062012	min
933	0	6.6398468017578125	min
934	0	7.511702537536621	min
935	0	11.371298789978027	min
936	0	6.580471515655518	min
937	0	10.272822380065918	min
938	0	8.33279800415039	min
939	0	13.204056739807129	min
940	0	7.762208461761475	min
941	0	10.215028762817383	min
942	0	13.436322212219238	min
943	0	12.006508827209473	min
944	0	10.982358932495117	min
945	0	15.736555099487305	min
946	0	12.156037330627441	min
947	0	10.974029541015625	min
948	0	14.283156394958496	min
949	0	8.216852188110352	min
950	0	7.56256103515625	min
951	0	12.458828926086426	min
952	0	11.316401481628418	min
953	0	15.425739288330078	min
954	0	15.42460823059082	min
955	0	13.122146606445312	min
956	0	15.214110374450684	min
957	0	7.186642169952393	min
958	0	12.196566581726074	min
959	0	11.329100608825684	min
960	0	12.381309509277344	min
961	0	11.222323417663574	min
962	0	7.636016368865967	min
963	0	7.809842109680176	min
964	0	15.944417953491211	min
965	0	10.82483959197998	min
966	0	13.610786437988281	min
967	0	13.26771354675293	min
968	0	12.993151664733887	min
969	0	15.756722450256348	min
970	0	10.57918930053711	min
971	0	9.957062721252441	min
972	0	13.587606430053711	min
973	0	11.550712585449219	min
974	0	13.244778633117676	min
975	0	15.321236610412598	min
976	0	13.560078620910645	min
977	0	7.487218379974365	min
978	0	12.950643539428711	min
979	0	13.459763526916504	min
980	0	12.919466018676758	min
981	0	15.437976837158203	min
982	0	10.316322326660156	min
983	0	6.314093112945557	min
984	0	11.854818344116211	min
985	0	12.201075553894043	min
986	0	9.505581855773926	min
987	0	12.340276718139648	min
988	0	10.546649932861328	min
989	0	8.15102767944336	min
990	0	9.759393692016602	min
991	0	15.827188491821289	min
992	0	10.681022644042969	min
993	0	11.369715690612793	min
994	0	12.452152252197266	min
