	iter	ylog	optimization
0	0	7.656732082366943	max
1	0	8.589838027954102	max
2	0	7.158295154571533	max
3	0	8.205318450927734	max
4	0	6.960113525390625	max
5	0	6.815773010253906	max
6	0	7.2944207191467285	max
7	0	7.756636619567871	max
8	0	7.232386589050293	max
9	0	5.282376289367676	max
10	0	7.838431358337402	max
11	0	6.6240925788879395	max
12	0	5.91285514831543	max
13	0	7.668510913848877	max
14	0	6.5133256912231445	max
15	0	7.6966938972473145	max
16	0	7.048093795776367	max
17	0	6.885612964630127	max
18	0	6.679934978485107	max
19	0	9.151092529296875	max
20	0	5.756145477294922	max
21	0	6.296761512756348	max
22	0	6.597288608551025	max
23	0	7.046959400177002	max
24	0	7.61550760269165	max
25	0	6.676368713378906	max
26	0	8.36347484588623	max
27	0	5.735027313232422	max
28	0	8.257682800292969	max
29	0	7.3166632652282715	max
30	0	6.12021541595459	max
31	0	7.357255935668945	max
32	0	6.399025917053223	max
33	0	8.219133377075195	max
34	0	7.145594596862793	max
35	0	9.870162963867188	max
36	0	6.831212520599365	max
37	0	6.1109161376953125	max
38	0	7.335649490356445	max
39	0	6.817452907562256	max
40	0	6.502123832702637	max
41	0	6.686002254486084	max
42	0	7.554440498352051	max
43	0	7.689489364624023	max
44	0	6.673123359680176	max
45	0	7.630335807800293	max
46	0	7.146812438964844	max
47	0	7.222650051116943	max
48	0	6.657763481140137	max
49	0	5.852296829223633	max
50	0	7.278985977172852	max
51	0	7.606935501098633	max
52	0	6.7372965812683105	max
53	0	7.3193559646606445	max
54	0	6.849999904632568	max
55	0	6.268093585968018	max
56	0	5.101644992828369	max
57	0	6.377686023712158	max
58	0	7.914076805114746	max
59	0	7.849907398223877	max
60	0	8.6670560836792	max
61	0	5.882418155670166	max
62	0	6.549239635467529	max
63	0	5.3601202964782715	max
64	0	6.722795486450195	max
65	0	7.511559963226318	max
66	0	9.732547760009766	max
67	0	7.559732913970947	max
68	0	6.718688488006592	max
69	0	7.967867374420166	max
70	0	8.336222648620605	max
71	0	6.2375407218933105	max
72	0	5.584352970123291	max
73	0	7.381226539611816	max
74	0	6.741878509521484	max
75	0	7.392968654632568	max
76	0	6.309492588043213	max
77	0	6.9756178855896	max
78	0	6.016186237335205	max
79	0	7.397252559661865	max
80	0	8.65735149383545	max
81	0	7.571517467498779	max
82	0	7.484498977661133	max
83	0	6.676249980926514	max
84	0	7.492400169372559	max
85	0	7.554248809814453	max
86	0	4.943230152130127	max
87	0	6.159627914428711	max
88	0	5.822190761566162	max
89	0	6.048788547515869	max
90	0	7.2586565017700195	max
91	0	8.213441848754883	max
92	0	6.4453043937683105	max
93	0	7.890480041503906	max
94	0	7.054062843322754	max
95	0	9.321784019470215	max
96	0	6.085995197296143	max
97	0	5.572908878326416	max
98	0	8.955608367919922	max
99	0	5.259138584136963	max
100	0	7.33025598526001	max
101	0	7.704776287078857	max
102	0	6.659619331359863	max
103	0	7.861708641052246	max
